exam_id,lead,num_edges,density,avg_node_degree,avg_degree_centrality,avg_closeness_centrality,avg_curr_flow_closeness_centrality,avg_pagerank,avg_clustering_coef,motif_3_0,motif_3_1,motif_3_2,motif_3_3,motif_4_0,motif_4_1,motif_4_2,motif_4_3,motif_4_4,motif_4_5,motif_4_6,motif_4_7,motif_4_8,motif_4_9,motif_4_10,motif_5_0,motif_5_1,motif_5_2,motif_5_3,motif_5_4,motif_5_5,motif_5_6,motif_5_7,motif_5_8,motif_5_9,motif_5_10,motif_5_11,motif_5_12,motif_5_13,motif_5_14,motif_5_15,motif_5_16,motif_5_17,motif_5_18,motif_5_19,motif_5_20,motif_5_21,motif_5_22,motif_5_23,motif_5_24,motif_5_25,motif_5_26,motif_5_27,motif_5_28,motif_5_29,motif_5_30,motif_5_31,motif_5_32,motif_5_33
1001019,lead 0,229468,0.013680698641636142,56.0224609375,0.013680698641636626,0.20159636796182906,0.0007581324768470809,0.0002441406249999937,0.5668374716962591,0,0,10802554,1219670,0,0,0,0,82753731,0,2360868,4205932,3151745,1907575,207512,0,0,0,0,0,0,0,0,0,0,0,25076303,0,1896694,2601391,517308,322883,2042965,904679,0,574287,337616,242431,2313769,629776,114956,18,321346,291815,381241,215414,73004,60878,1735
100104,lead 0,107812,0.0064276652167277164,26.3212890625,0.006427665216727695,0.2095157604054755,0.0009226323198242727,0.00024414062499999997,0.6535925109762847,0,0,1161320,290280,0,0,0,0,988179,0,932302,639793,81962,145858,42424,0,0,0,0,0,0,0,0,0,0,0,235357,0,1285527,357405,438479,90809,153072,102692,0,356734,86549,67431,44091,16152,65090,16,37383,27417,42948,29774,8867,10475,3976
1001077,lead 0,138860,0.008278722145909646,33.9013671875,0.00827872214590969,0.2456496573099689,0.001520079190786458,0.00024414062500000087,0.6198302196386005,0,0,3108562,446399,0,0,0,0,3103828,0,3566714,1110464,183883,271360,69536,0,0,0,0,0,0,0,0,0,0,0,614763,0,4081431,662784,2162717,209760,406309,214999,0,694449,160236,90031,97147,39923,65591,20,55215,48326,67515,61386,21667,24509,4189
1001128,lead 0,192250,0.011461791246947496,46.93603515625,0.011461791246948017,0.25382680495064913,0.001875333332616502,0.0002441406250000001,0.6615879804807397,0,0,6630021,968059,0,0,0,0,30438714,0,6000384,8944571,588250,1657155,285200,0,0,0,0,0,0,0,0,0,0,0,6364627,0,14261158,7041940,1634144,2349155,1277008,2805374,0,2044067,599224,531380,353724,260234,571910,68,267968,401291,215208,256607,100066,86027,7978
1001137,lead 0,94014,0.005605039491758242,22.95263671875,0.005605039491758224,0.22030264216782172,0.0009047758403173651,0.00024414062500000157,0.6026788339224441,0,0,3142599,203612,0,0,0,0,44007410,0,985497,776878,611719,272952,19428,0,0,0,0,0,0,0,0,0,0,0,22972771,0,1199197,590101,469008,95758,728488,96181,0,252812,86257,27634,282949,103564,20589,8,22798,18998,21642,15903,5128,5335,1649
1001154,lead 0,107608,0.0064155028998779,26.271484375,0.006415502899877879,0.2951075563293407,0.0012798495462151233,0.00024414062500000423,0.6617210650484264,0,0,5424206,318778,0,0,0,0,43312597,0,2491629,2071259,352374,392699,49983,0,0,0,0,0,0,0,0,0,0,0,25005776,0,6017153,3029628,782903,492412,747092,533584,0,668674,176137,105983,282060,143541,109869,46,37328,55790,41404,49655,12262,11386,1050
100119,lead 0,177518,0.01058348118894994,43.33935546875,0.010583481188950422,0.20459663291382987,0.0012152013681166762,0.00024414062500000027,0.5887779729255631,0,0,4889885,702623,0,0,0,0,8202566,0,4666083,2737119,502698,480472,90183,0,0,0,0,0,0,0,0,0,0,0,1557189,0,7561420,1618997,2466407,453616,1193041,544961,0,1626679,348243,176112,281068,58835,132872,65,174811,106665,144899,80254,21957,24351,5756
100123,lead 0,197194,0.011756548572954823,48.14306640625,0.011756548572955655,0.24695390213034657,0.0012690175205249303,0.00024414062500000683,0.5944015551369966,0,0,13905546,919859,0,0,0,0,109263888,0,3964903,5505636,1883175,1926787,150052,0,0,0,0,0,0,0,0,0,0,0,34149453,0,12727422,6115601,1504326,589284,1925196,2952443,0,1420275,392989,461325,2107045,801085,137704,75,255862,188894,293252,196342,58967,50062,3143
1001239,lead 0,116514,0.006946471497252747,28.44580078125,0.006946471497252724,0.2821582262274764,0.0011421477643020733,0.00024414062499999797,0.6590851364872895,0,0,5536303,388135,0,0,0,0,45087814,0,3447631,2703040,382103,466227,64523,0,0,0,0,0,0,0,0,0,0,0,27594525,0,10811383,4088070,2020051,769121,926844,826754,0,1234030,254004,159929,408198,174396,188623,21,66526,82180,49520,70966,13923,17372,1798
1001313,lead 0,110144,0.006566697191697192,26.890625,0.00656669719169717,0.25475767732667376,0.000683282065100158,0.00024414062500000184,0.734496793607855,0,0,6287561,311742,0,0,0,0,70519848,0,1548700,3565379,197136,1223681,73046,0,0,0,0,0,0,0,0,0,0,0,37849365,0,6393639,3806922,386303,694867,253776,4491860,0,522668,142128,217231,642230,587671,154541,15,48724,156363,68894,115834,15565,54418,1883
1001399,lead 0,316640,0.018877823565323564,77.3046875,0.01887782356532443,0.34031097825537077,0.0018607630291676623,0.00024414062500000054,0.5846288475894749,0,0,39643998,2297018,0,0,0,0,956589129,0,86541085,62996370,5715826,4674286,378480,0,0,0,0,0,0,0,0,0,0,0,166143809,0,214686090,77013148,46796771,9628704,14051703,52151831,0,14612351,2928757,2739640,2046805,874478,1086443,343,1620788,2420806,557720,477822,356348,127137,10017
1001434,lead 0,91950,0.005481985462454212,22.44873046875,0.005481985462454195,0.2696328391282734,0.0011943670952559336,0.00024414062499999949,0.6480925199843226,0,0,4888493,204481,0,0,0,0,43083719,0,2112532,1505871,163713,431473,23770,0,0,0,0,0,0,0,0,0,0,0,24458222,0,8587658,3046605,1496346,537462,509736,257060,0,759758,155011,72639,483993,337123,88834,26,28349,32499,31232,29645,5122,5437,1051
1001435,lead 0,136502,0.008138140071733822,33.32568359375,0.008138140071733798,0.2389227689652639,0.0016341956600685616,0.00024414062499999724,0.6102057828621352,0,0,10588031,360382,0,0,0,0,110450049,0,3744177,2639938,3736353,857924,36608,0,0,0,0,0,0,0,0,0,0,0,33999287,0,19478665,3090281,2018883,678142,2714824,1534614,0,1222863,231640,108863,1508378,191066,136174,44,63001,65389,68782,40837,56564,98300,2890
1001458,lead 0,159116,0.009486368666056165,38.8466796875,0.009486368666056401,0.2650158800037864,0.001414592500364234,0.0002441406250000005,0.6106754465124947,0,0,12109446,570167,0,0,0,0,116348934,0,4768219,6269545,2327931,2243740,153824,0,0,0,0,0,0,0,0,0,0,0,38795957,0,17830288,7993946,1360872,2399287,1974211,3740959,0,1597396,667319,344943,1301980,566523,389647,12,126644,282789,132757,180486,365551,199435,3448
1001484,lead 0,125820,0.007501287774725275,30.7177734375,0.0075012877747252515,0.18452846828188127,0.0011999486422874402,0.00024414062500000336,0.6406239095959914,0,0,7954933,360118,0,0,0,0,87831388,0,3291714,3397658,1279689,957941,82018,0,0,0,0,0,0,0,0,0,0,0,30692098,0,13751715,6342875,1209964,1308238,1522394,3556009,0,984579,299119,259893,899136,416972,209061,320,49366,140516,67808,111262,22992,29552,2955
1001492,lead 0,131334,0.007830028044871795,32.06396484375,0.007830028044871776,0.3046850221097601,0.00095495904575187,0.00024414062499999783,0.7610887960623437,0,0,20797581,455233,0,0,0,0,26500032,0,2370112,2435874,161775,521163,98433,0,0,0,0,0,0,0,0,0,0,0,7551001,0,8755664,6571837,557524,695476,358798,719799,0,821283,241581,176752,941891,123498,177535,31,81783,120345,69996,97108,25109,31909,3787
100155,lead 0,211156,0.012588951846764347,51.5517578125,0.01258895184676501,0.25767168906731586,0.0016707754429640185,0.0002441406250000003,0.6695942852375665,0,0,6028304,1118998,0,0,0,0,21670228,0,4386454,8054902,698049,1900307,357960,0,0,0,0,0,0,0,0,0,0,0,4078121,0,7171915,4996324,1013950,970683,948703,2512639,0,1443089,474602,609728,387010,384372,492694,34,275816,539646,241687,393070,80123,103799,5435
1001573,lead 0,142108,0.008472365308302808,34.6943359375,0.008472365308303094,0.24382342557909029,0.0011467360122842387,0.00024414062499999835,0.5877221077761856,0,0,9676169,389606,0,0,0,0,79945193,0,2796201,2390549,1822265,939707,48104,0,0,0,0,0,0,0,0,0,0,0,27764301,0,8283208,2837034,1160685,339864,1119923,713908,0,620253,198499,131493,2101723,271702,112873,60,92291,93237,107691,56096,197148,13621,3371
1001669,lead 0,89632,0.005343788156288156,21.8828125,0.005343788156288138,0.2653567872801682,0.0009002487124929048,0.00024414062499999653,0.6773070885491079,0,0,3002940,237222,0,0,0,0,22377714,0,1502247,951902,143740,179116,20338,0,0,0,0,0,0,0,0,0,0,0,21366965,0,3102516,1032537,546782,200277,327934,162563,0,359204,107103,57690,73497,88507,53130,40,34336,23413,33454,21146,4545,4825,1020
1001906,lead 0,137698,0.008209444635225886,33.61767578125,0.008209444635225941,0.2832433675337965,0.0015019208019458026,0.00024414062499999783,0.6320049181292884,0,0,9162484,442080,0,0,0,0,98798558,0,3303104,2471555,2550797,2051398,58366,0,0,0,0,0,0,0,0,0,0,0,29691157,0,5145938,2202939,1152714,324286,1829131,1004918,0,693234,193259,93816,1064354,701833,105549,50,68830,59398,80169,50658,16488,14371,1218
1001938,lead 0,94254,0.00561934809981685,23.01123046875,0.005619348099816832,0.2436533820227406,0.0007467331112782796,0.00024414062499999965,0.6591459468251527,0,0,3779368,218818,0,0,0,0,34601825,0,821505,770167,55108,384617,29074,0,0,0,0,0,0,0,0,0,0,0,23758367,0,1882860,909722,329991,95642,137376,634306,0,265633,60995,45516,250627,323910,32116,15,17048,28828,26629,31362,8783,23799,1254
1001946,lead 0,207826,0.01239041990995116,50.73876953125,0.012390419909951732,0.2731640434951682,0.002376926132307506,0.00024414062499999995,0.673532162346365,0,0,7029772,1158031,0,0,0,0,30236810,0,6126434,9091498,538260,1998859,392813,0,0,0,0,0,0,0,0,0,0,0,6228997,0,15025789,8281376,1639001,1672613,1050586,3294688,0,2227121,780287,726306,422407,530735,556883,150,242140,538746,211091,457066,94760,158316,9799
1002018,lead 0,147004,0.008764260912698413,35.8896484375,0.008764260912698512,0.24072760225201698,0.0013119042905339645,0.00024414062499999962,0.5957649770663441,0,0,8313526,472850,0,0,0,0,96059713,0,5293827,2628012,3482113,678416,32250,0,0,0,0,0,0,0,0,0,0,0,22975258,0,7479823,3202084,2716272,468046,2844565,1630793,0,935317,232421,106089,272095,71146,73310,154,228714,50446,70960,44931,10913,8174,1731
1002032,lead 0,119584,0.007129502442002442,29.1953125,0.007129502442002418,0.2838600872610788,0.0015411946246102564,0.00024414062499999846,0.6476205247952237,0,0,8171111,344065,0,0,0,0,82789554,0,3803470,3864093,1078144,1063783,67012,0,0,0,0,0,0,0,0,0,0,0,36422915,0,14148086,6797176,1397663,1329502,1208608,2123961,0,1036489,319133,237373,1294953,387979,243909,8,57540,105505,74311,81629,16786,18860,2798
100205,lead 0,229030,0.013654585431929182,55.91552734375,0.01365458543192972,0.23517925283294994,0.0013923535268256751,0.0002441406249999951,0.47288078749909424,0,0,17529145,929402,0,0,0,0,122787755,0,6333469,4920093,3839896,1611804,69666,0,0,0,0,0,0,0,0,0,0,0,33321924,0,12646932,4755968,2525998,641947,3421915,1026235,0,1741149,499368,205794,2348325,713220,134582,209,354805,143512,282998,107461,30872,20938,1735
1002144,lead 0,188500,0.011238219246031746,46.0205078125,0.011238219246032473,0.2066623456195804,0.00048242258143555794,0.00024414062499999339,0.5347260881745712,0,0,17877710,598330,0,0,0,0,146393860,0,4569968,3138621,4834082,1648029,42516,0,0,0,0,0,0,0,0,0,0,0,39276657,0,29634151,3219514,2088516,471524,3000915,4228551,0,1158164,363661,167172,3212055,555524,68884,112,215804,74352,188168,49883,19492,9578,1461
1002162,lead 0,138642,0.00826572516025641,33.84814453125,0.008265725160256547,0.2751683377772081,0.0014596746856533178,0.0002441406250000011,0.5969652084936392,0,0,10444250,394668,0,0,0,0,109223357,0,4908888,3288044,2542195,991373,52062,0,0,0,0,0,0,0,0,0,0,0,33578923,0,25226356,4445189,2356428,778817,2563192,1790603,0,1312248,287557,149405,1075754,122625,184587,65,82886,72352,75338,55875,11738,12007,1903
1002208,lead 0,205056,0.012225274725274725,50.0625,0.012225274725275341,0.269879367612599,0.002106256857454915,0.00024414062500000005,0.6596548553910292,0,0,3882401,1146331,0,0,0,0,5615848,0,2925946,3893411,548304,1338762,316147,0,0,0,0,0,0,0,0,0,0,0,960976,0,3243417,1405222,765470,530088,560883,991156,0,1115189,257459,315579,247675,213943,211469,48,142216,201458,270198,265494,115568,101675,11355
1002248,lead 0,134792,0.008036191239316239,32.908203125,0.008036191239316218,0.28295859740464224,0.0016202233852840114,0.00024414062500000325,0.5843738253238618,0,0,10013814,368491,0,0,0,0,68300441,0,3591837,2478415,846816,563668,44185,0,0,0,0,0,0,0,0,0,0,0,27442133,0,11281804,5475594,1719433,546471,838793,504620,0,1004090,182763,153415,601830,200044,125984,24,70601,55434,62387,59457,9463,9993,1913
1002329,lead 0,122974,0.007331611530830281,30.02294921875,0.007331611530830256,0.2584847631256836,0.0014217708112985437,0.00024414062500000016,0.6434781172189551,0,0,2129826,382037,0,0,0,0,2781253,0,1888674,1225385,145311,228216,66645,0,0,0,0,0,0,0,0,0,0,0,625441,0,3063060,774062,957384,228851,359225,253599,0,628332,144709,149579,68843,36549,97081,44,51929,45767,48528,56274,10875,19953,5348
1002442,lead 0,139866,0.008338699061355311,34.14697265625,0.008338699061355502,0.26697025895528503,0.0013766321854521587,0.0002441406250000037,0.6535000542386131,0,0,8441617,458809,0,0,0,0,71064121,0,3431632,4084489,679475,1604647,97049,0,0,0,0,0,0,0,0,0,0,0,31760114,0,11748494,6855720,1142581,1155649,1104910,3350800,0,1161018,310737,234609,1611208,285944,282067,19,91728,274537,113713,110323,163408,31107,4342
1002490,lead 0,86422,0.005152410523504273,21.09912109375,0.005152410523504257,0.24579755116102586,0.0008217988862646137,0.00024414062499999333,0.6739557867960916,0,0,3937608,192571,0,0,0,0,41123762,0,1473659,1281324,263017,223585,28303,0,0,0,0,0,0,0,0,0,0,0,28163553,0,6328044,1930262,797259,296175,577580,437852,0,577045,120429,50768,137279,123060,49809,4,17200,32464,13694,26579,4340,8134,1159
1002514,lead 0,314656,0.01875953907203907,76.8203125,0.018759539072040112,0.2477603767357419,0.0033977505435174946,0.00024414062500000076,0.6439448163427933,0,0,14303955,2435508,0,0,0,0,54224018,0,11014762,16573000,3093700,4616671,542887,0,0,0,0,0,0,0,0,0,0,0,7626542,0,9167307,7631470,2667180,1497212,2568142,5771151,0,2297640,634935,1087316,1057194,890288,613229,130,919370,1157553,515611,944710,193133,204797,6930
1002563,lead 0,154920,0.009236206501831502,37.822265625,0.00923620650183159,0.27630777993491823,0.001835593755137065,0.00024414062500000445,0.5743799674123595,0,0,8299483,608731,0,0,0,0,77930305,0,4032250,4215835,1530811,1025724,90263,0,0,0,0,0,0,0,0,0,0,0,26291033,0,7063148,7775071,1442541,741922,1339276,1055008,0,1032557,306759,314410,929414,400069,222533,136,207722,156951,161095,136174,35417,29099,2405
1002861,lead 0,175208,0.010445760836385836,42.775390625,0.010445760836386217,0.3073627996892443,0.0013876931732718055,0.00024414062499999867,0.6064416541607165,0,0,14908686,688533,0,0,0,0,170060832,0,8255592,7306837,3610801,1777123,158870,0,0,0,0,0,0,0,0,0,0,0,55242467,0,48274257,14076335,3654006,3679498,3374994,5220406,0,3182546,1088774,457930,1834218,465564,461180,468,174814,282609,132056,180009,47751,51023,3730
1002896,lead 0,131668,0.007849940857753358,32.1455078125,0.007849940857753349,0.2612609233488762,0.0011153083567008435,0.00024414062499999596,0.5871156629370066,0,0,9333596,397736,0,0,0,0,116957831,0,2906299,2403100,3055160,1854923,49232,0,0,0,0,0,0,0,0,0,0,0,31874457,0,5370031,3242483,976946,230265,1374446,712511,0,590131,177272,106068,1459660,785851,66028,41,74796,55793,130223,63356,22898,13948,924
1002935,lead 0,110256,0.006573374542124542,26.91796875,0.0065733745421245205,0.2678547297941596,0.0012618622742070025,0.0002441406250000043,0.6682194742311083,0,0,7134482,313521,0,0,0,0,78558456,0,2863741,2795933,1046360,1105436,50155,0,0,0,0,0,0,0,0,0,0,0,31057717,0,9783601,3305495,1377623,904219,1233408,3131658,0,823832,286349,172433,652111,259102,121570,29,30944,91996,44019,82576,103994,24404,1539
1002966,lead 0,165040,0.009839552808302808,40.29296875,0.009839552808303184,0.243498000841809,0.0019078771013411149,0.0002441406249999995,0.5841805572208455,0,0,4328933,617469,0,0,0,0,6084472,0,5233783,1925437,621052,379218,60590,0,0,0,0,0,0,0,0,0,0,0,808246,0,5012102,827561,2632816,362888,1112356,374710,0,1043733,265528,158978,186485,43573,95417,87,159057,68006,113401,59952,21737,20891,5481
1003031,lead 0,117872,0.007027434371184371,28.77734375,0.007027434371184349,0.2633194267541218,0.0014116043871531122,0.00024414062500000005,0.6436014310520325,0,0,9132227,307660,0,0,0,0,91835563,0,4097910,3196708,1385911,776479,45050,0,0,0,0,0,0,0,0,0,0,0,32211137,0,20888612,5953161,1999047,1161256,1578847,2544527,0,1076025,307338,169505,766429,176131,133111,16,38771,115325,51655,70961,39496,20580,2541
1003166,lead 0,288040,0.01717271443833944,70.322265625,0.01717271443834036,0.24385969871778054,0.0016165457612712013,0.00024414062499999992,0.5281249175932823,0,0,10626831,1759935,0,0,0,0,16553942,0,11259117,6318728,1583137,1275584,155715,0,0,0,0,0,0,0,0,0,0,0,2073899,0,13933878,3100293,5133266,1307413,3385438,1541187,0,3270131,800558,368908,860371,144649,301681,286,696789,322748,478141,162963,77865,50367,4730
1003201,lead 0,78050,0.004653278579059829,19.05517578125,0.004653278579059813,0.26240140870414486,0.000869320455354511,0.00024414062499999824,0.6930761515650709,0,0,4878019,150801,0,0,0,0,58492878,0,3073379,1535018,874572,235567,14752,0,0,0,0,0,0,0,0,0,0,0,30098886,0,19617734,3100424,1666247,606582,1161250,1119562,0,709504,134726,64715,72716,45415,65117,20,30571,28835,13938,20168,2712,3849,697
